,text,senti,Sentiment_Score
3226, Do watch Shri live interaction with Ambassador Nicholas Burns from Harvard Kennedy School today at pm I…,neutral,0
3227, Priyanka Gandhi After Being Exposed To Coronavirus Cancels Kerala Assam And Tamil Nadu Campaign ,negative,-1
3228, Still you could not learn anything from his amp your grand mothers assassination Pity You,negative,-1
3229, was mocked for saying that even Saddam Hussein and Gaddafi used to have elections amp win them there was no inst…,positive,1
3230, Why is this conversation in English IT Cell coolies will now have to wait for translation from Malviya to…,neutral,0
3231, LIVE Shri Je interaction with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3232,Our MNREGA programme fired the rural economy which fired the urban economy Today we need to put money in the system and increase consumption to revive economy Sh ,negative,-1
3233, Dont ignore educationalists ,positive,1
3234, Ohh chutiya giving me gyan first you should take positive education then start a debate What is your education andbhakt if have then debate me otherwise,positive,1
3235, Sir I think insteadof night curfew impose curfew from  Am To PM। Corona is spread in this period।In night traffic is automatically rd of day traffic। Just try this,negative,-1
3236, Instead of aepting own mistake she is blaming a kid They are like that bcoz they miss that sensitivity amp sensuality in life,negative,-1
3237, Almost every independent institution has been hollowed out and made into an instrument of the government’s…,neutral,0
3238, So what are your own sadanas you practise I will tell what I do a Ashtanga Yoga b Kriya Yoga Mudras n Meditations c Daily Pooja aw Sandyavandan e Read Spritual Esotetic Books This a routine Fyi Now tell me what u do honestly ,positive,1
3239, Many thanx to Honble President Smt Sonia Gandhi ji Our leader sh ji GS Org sh J…,neutral,0
3240, Same to u sir,neutral,0
3241, Hes talks can kill all sanity,negative,-1
3242, Government has stopped to take feedbacks and stopped having conversation with farmers against the black laws so they hav…,negative,-1
3243, Watch in conversation with Ambassador of Harvard Kennedy School at  PM IST tonight on all…,neutral,0
3244, Bravo ji They have to know that they will get back in the same coin It’s time that they fear our spokesper…,negative,-1
3245,Mr We are fighting to elections now amp in Assam the incharge their is sending me the videos that BJP people running away with EVMs in car There is a wholesale capture of institutions in this country ,negative,-1
3246, Sad in a democracy we need strong oposition but they arent doing enough amp want  crush newer alternatives  its ppl instead they should introspect their polity culture amp c how they can unite strong voices m all sections of society ,positive,1
3247, This is the outcome of Modi Govt’s policy to crush people’s hopes amp needs and work only for a few crony capitalists ,positive,1
3248,Live interaction of Shri with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
3249, Overacting watat aahe,neutral,0
3250, Breaking news       ,neutral,0
3251, RAGA  Congress party jindabad  ,positive,1
3252, We are in a paradigm where the institutions that are supposed to protect us do not protect us anymore And the institutions that are supposed to support a fair political fight dont do so anymore Shri ,positive,1
3253, He is the marvellous leader amp should lead the country says Miya Bhai  ,neutral,0
3254,There is an absolute dominance of institutional structures of country by Financial dominance Media Dominance EVMs are being tempered and national media is silent about it ,positive,1
3255, ji in conversation with Ambassador of Harvard Kennedy School ,neutral,0
3256, Our institutions dont have the legal political or moral capacity to hold Modi to aount and to ensure…,negative,-1
3257, Busy in other places also na,neutral,0
3258, Mr Modi do the job you’ve been elected to do ,neutral,0
3259,Dont ever forget you r elected from kerala And we were also proud of it Please insist congis of kerala ,positive,1
3260, Pehle Maharashtra ke liye kuch kare ur govt is in power and schools are looting parents in pan…,neutral,0
3261, My new blog post Topic Perception battle ,negative,-1
3262, Congress backs Mamata letter seeking United stand versus BJP ji had repeatedly said that constitutional in…,positive,1
3263, How much he was paid else u can’t talk to a indian primary school teacher,neutral,0
3264, THINK ABOUT STUDENTS LIFE ,neutral,0
3265, Cowardice runs very deep in GOI ,neutral,0
3266,fill SSC GD   all vacancies and release waiting list ,neutral,0
3267, Shri visited the ancient temple of Maa Kamakhya in Guwahati earlier today and sought blessings at the Shakti…,positive,1
3268, DONT KILL STUDENTS IN MASS BY CONDUCTING OFFLINE EXAMS ,positive,1
3269, Cost of the suit was  lakhs but auctioned at  crores and donated But a simple MP from Wayanad amp his mother Antonio Maino oupying   sq metres staying alone why,negative,-1
3270, Useless guy,negative,-1
3271,Watch Live session of Shri with Ambassador Nicholas Burns from Kennedy School ,neutral,0
3272, Go to Italy We Indians are happy with or without lockdown maybe but definitely happy without you and your family ,positive,1
3273, Raiding the opposition is BJP’s coping mechanism when facing electoral defeat Shree Ji ,negative,-1
3274, Arrest this bastard ,negative,-1
3275, Where education is topmost priority society will survive kyunki padhenge tabhi age badhenge ,neutral,0
3276, What about our prime illiterate ,neutral,0
3277, is the link,neutral,0
3278, Shri will be among the people of Kerala tomorrow rd April  Watch Him Live on Our Social Media Pla…,neutral,0
3279, Great leaderRahul Gandhi jindabad,positive,1
3280, April april april joining joining joining ,neutral,0
3281, Everyone should get justice teacher recruitment process has been…,positive,1
3282,BJP has Financial domination as well as MEDIA Today in Assam what happened of no national media is showing it up Sh ,negative,-1
3283, When is that Great Day coming ,positive,1
3284, Cm sir trust to karo education ke field me cg no hoga hamare liye ground to clear to karo ,positive,1
3285, Not interested Seriously you need to be more mature This type of interaction didn’t make you intellectual Work on ground level as karyakarta U deserve this not head of INC,positive,1
3286, why their is no action against this kind of channels,negative,-1
3287, I support you on this EVM should not be in any political party car Whatever the reason should have called the local police ,positive,1
3288,Government has stopped to take feedback and stopped having conversation with farmers against the black laws so they have no option to come on streets Same followed with GST also Shri in conversation with Ambassador ,negative,-1
3289, My gosh such a a duffer,neutral,0
3290,Watch Shri Live session with Ambassador Nicholas Burns from Harvard Kennedy School ,neutral,0
